DATUM_ABSTIMMUNG;VORLAGE_BEZEICHNUNG;VORLAGEART_CODE;VORLAGEART_BEZEICHNUNG;STIMBERECHTIGTE;EINGELEGTE_STIMMZETTEL;LEERE_STIMMEN;UNGUELTIGE_STIMMZETTEL;GUELTIGE_STIMMEN;JA_STIMMEN;NEIN_STIMMEN;STIMMBETEILIGUNG;JA_STIMMEN_PROZENT
30.11.1980;Bundesbeschluss über die Revision der Brotgetreideordnung des Landes;3;Obligatorisches Referendum;107750;51107;;;49628;33873;15755;47.4;68.3
05.04.1981;"Volksinitiative ""Mitenand-Initiative für eine neue Ausländerpolitik""";1;Volksinitiative;107973;46618;;;46020;4803;41217;43.2;10.4
14.06.1981;"Bundesbeschluss über die Volksinitiative ""Gleiche Rechte für Mann und Frau"" (Gegenentwurf)";3;Obligatorisches Referendum;108319;40932;;;40270;19469;20801;37.8;48.3
14.06.1981;"Bundesbeschluss über die Volksinitiative ""zur Absicherung der Rechte der Konsumenten"" (Gegenentwurf)";3;Obligatorisches Referendum;108319;40911;;;39877;20977;18900;37.8;52.6
29.11.1981;Bundesbeschluss über die Weiterführung der Finanzordnung und die Verbesserung des Bundeshaushaltes;3;Obligatorisches Referendum;109302;40519;;;39462;26574;12888;37.1;67.3
06.06.1982;Ausländergesetz (AuG);4;Fakultatives Referendum;110173;42244;;;41053;18756;22297;38.3;45.7
06.06.1982;Schweizerisches Strafgesetzbuch, Änderung (Gewaltverbrechen);4;Fakultatives Referendum;110173;42337;;;41413;26607;14806;38.4;64.2
28.11.1982;"Gegenentwurf zur Volksinitiative ""zur Verhinderung missbräuchlicher Preise""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;111122;46604;;;45398;13166;25690;41.9;33.9
28.11.1982;"Volksinitiative ""zur Verhinderung missbräuchlicher Preise""";2;Volksinitiative mit Gegenentwurf: Initiative;111122;46604;;;45398;20882;22581;41.9;48
27.02.1983;Bundesbeschluss über den Energieartikel in der Bundesverfassung;3;Obligatorisches Referendum;111640;48235;;;46829;24317;22512;43.2;51.9
27.02.1983;Bundesbeschluss über die Neuregelung bei den Treibstoffzöllen;3;Obligatorisches Referendum;111640;48238;;;47281;25009;22272;43.2;52.9
04.12.1983;Bundesbeschluss über Änderungen der Bürgerrechtsregelung in der Bundesverfassung;3;Obligatorisches Referendum;113476;42400;;;41522;26997;14525;37.4;65
04.12.1983;Bundesbeschluss über die Erleichterung gewisser Einbürgerungen;3;Obligatorisches Referendum;113476;42469;;;41530;20180;21350;37.4;48.6
26.02.1984;Bundesbeschluss über die Erhebung einer Schwerverkehrsabgabe;3;Obligatorisches Referendum;113863;65508;;;64939;35567;29372;57.5;54.8
26.02.1984;Bundesbeschluss über eine Abgabe für die Benützung der Nationalstrasse;3;Obligatorisches Referendum;113863;65561;;;64997;34490;30507;57.6;53.1
26.02.1984;"Volksinitiative ""für einen echten Zivildienst auf der Grundlage des Tatbeweises""";1;Volksinitiative;113863;65518;;;64797;17348;47449;57.5;26.8
20.05.1984;"Volksinitiative ""gegen den Ausverkauf der Heimat""";1;Volksinitiative;114281;47797;;;46926;23837;23089;41.8;50.8
20.05.1984;"Volksinitiative ""gegen den Missbrauch des Bankengeheimnisses und der Bankenmacht""";1;Volksinitiative;114281;47850;;;47141;11100;36041;41.9;23.5
23.09.1984;"Volksinitiative ""für eine sichere, sparsame und umweltgerechte Energieversorgung""";1;Volksinitiative;115000;48535;;;47691;16539;31152;42.2;34.7
23.09.1984;"Volksinitiative ""für eine Zukunft ohne weitere Atomkraftwerke""";1;Volksinitiative;115000;48562;;;47776;16138;31638;42.2;33.8
02.12.1984;"Bundesbeschluss über die Volksinitiative ""zur Entschädigung der Opfer von Gewaltverbrechen"" (Gegenentwurf)";3;Obligatorisches Referendum;115269;42227;;;41536;35796;5740;36.6;86.2
02.12.1984;Bundesbeschluss über einen Radio- und Fernsehartikel;3;Obligatorisches Referendum;115269;42135;;;39888;27649;12239;36.6;69.3
02.12.1984;"Volksinitiative ""für einen wirksamen Schutz der Mutterschaft""";1;Volksinitiative;115269;42242;;;41805;3727;38078;36.6;8.9
10.03.1985;Bundesbeschluss über die Aufhebung der Beiträge für den Primarschulunterricht;3;Obligatorisches Referendum;115808;42810;;;40873;25548;15325;37;62.5
10.03.1985;Bundesbeschluss über die Aufhebung der Beitragspflicht des Bundes im Gesundheitswesen;3;Obligatorisches Referendum;115808;42835;;;40884;23434;17450;37;57.3
10.03.1985;Bundesbeschluss über die Ausbildungsbeiträge;3;Obligatorisches Referendum;115808;42840;;;40801;21787;19014;37;53.4
10.03.1985;"Volksinitiative ""für eine Verlängerung der bezahlten Ferien"" (Ferien-Initiative)";1;Volksinitiative;115808;42932;;;42119;10195;31924;37.1;24.2
09.06.1985;Bundesbeschluss über die Aufhebung der Unterstützung für die Selbstversorgung mit Brotgetreide;3;Obligatorisches Referendum;116295;43381;;;41122;21059;20063;37.3;51.2
09.06.1985;Bundesbeschluss über die Aufhebung des Kantonsanteils am Reinertrag der Stempelabgaben;3;Obligatorisches Referendum;116295;43363;;;40357;26092;14265;37.3;64.7
09.06.1985;Bundesbeschluss über die Neuverteilung des Reinertrages aus der fiskalischen Belastung gebrannten Wassers;3;Obligatorisches Referendum;116295;43336;;;40351;28335;12016;37.3;70.2
09.06.1985;"Volksinitiative ""Recht auf Leben""";1;Volksinitiative;116295;43658;;;42554;14946;27608;37.5;35.1
22.09.1985;Bundesbeschluss über die Innovationsrisikogarantie zugunsten von kleinen und mittleren Unternehmen;4;Fakultatives Referendum;116736;55506;;;52920;16080;36840;47.5;30.4
22.09.1985;"Bundesbeschluss über die Volksinitiative ""für die Koordination des Schuljahres in allen Kantonen"" (Gegenentwurf)";3;Obligatorisches Referendum;116736;55767;;;54905;19636;35269;47.8;35.8
22.09.1985;Schweizerisches Zivilgesetzbuch (Wirkungen der Ehe im allgemeinen, Ehegüterrecht und Erbrecht), Änderung;4;Fakultatives Referendum;116736;55777;;;55038;23784;31254;47.8;43.2
01.12.1985;"Volksinitiative ""für die Abschaffung der Vivisektion""";1;Volksinitiative;117087;47848;;;47155;14195;32960;40.9;30.1
16.03.1986;Bundesbeschluss über den Beitritt der Schweiz zur Organisation der Vereinten Nationen;3;Obligatorisches Referendum;117417;68584;;;67942;12012;55930;58.4;17.7
28.09.1986;Bundesbeschluss über die inländische Zuckerwirtschaft, Änderung;4;Fakultatives Referendum;118413;53061;;;52198;26415;25783;44.8;50.6
28.09.1986;"Gegenentwurf zur Volksinitiative ""Eidgenössische Kulturinitiative""";2;Volksinitiative mit Gegenentwurf: Gegenentwurf;118413;52714;;;50697;22945;22930;44.5;50
28.09.1986;"Volksinitiative ""Eidgenössische Kulturinitiative""";2;Volksinitiative mit Gegenentwurf: Initiative;118413;52714;;;50697;5581;41216;44.5;11.9
28.09.1986;"Volksinitiative ""für eine gesicherte Berufsbildung und Umschulung""";1;Volksinitiative;118413;52932;;;51597;6252;45345;44.7;12.1
07.12.1986;"Bundesbeschluss über die Volksinitiative ""für Mieterschutz"" (Gegenentwurf)";3;Obligatorisches Referendum;118739;45166;;;44070;24745;19325;38;56.1
07.12.1986;"Volksinitiative ""für eine gerechte Belastung des Schwerverkehrs (Schwerverkehrsabgabe)""";1;Volksinitiative;118739;45232;;;44421;12825;31596;38.1;28.9
05.04.1987;Asylgesetz, Änderung;4;Fakultatives Referendum;119257;54273;;;52877;38434;14443;45.5;72.7
05.04.1987;Bundesbeschluss über das Abstimmungsverfahren bei Volksinitiativen mit Gegenentwurf;3;Obligatorisches Referendum;119257;54210;;;51729;27349;24380;45.5;52.9
05.04.1987;Bundesgesetz über Aufenthalt und Niederlassung der Ausländer, Änderung;4;Fakultatives Referendum;119257;54213;;;51171;35910;15261;45.5;70.2
05.04.1987;"Volksinitiative ""für die Mitsprache des Volkes bei Militärausgaben (Rüstungsreferendum)""";1;Volksinitiative;119257;54389;;;53351;17492;35859;45.6;32.8
06.12.1987;Bundesbeschluss betreffend das Konzept BAHN 2000;4;Fakultatives Referendum;120844;59640;;;58975;33692;25283;49.4;57.1
06.12.1987;Bundesgesetz über die Krankenversicherung, Änderung;4;Fakultatives Referendum;120844;59618;;;58719;13091;45628;49.3;22.3
06.12.1987;"Volksinitiative ""zum Schutz der Moore - Rothenthurm-Initiative""";1;Volksinitiative;120844;59636;;;58864;29108;29756;49.3;49.4
12.06.1988;Bundesbeschluss über die Verfassungsgrundlagen für eine koordinierte Verkehrspolitik;3;Obligatorisches Referendum;121740;54831;;;53971;24003;29968;45;44.5
12.06.1988;"Volksinitiative ""zur Herabsetzung des AHV-Rentenalters auf 62 für Männer und 60 Jahre für Frauen""";1;Volksinitiative;121740;54902;;;54536;14422;40114;45.1;26.4
04.12.1988;"Volksinitiative ""für die Begrenzung der Einwanderung""";1;Volksinitiative;123201;68733;;;67930;24035;43895;55.8;35.4
04.12.1988;"Volksinitiative ""Stadt-Land-Initiative gegen Bodenspekulationen""";1;Volksinitiative;123201;68819;;;68113;17403;50710;55.9;25.6
04.12.1988;"Volksinitiative ""zur Herabsetzung der Arbeitszeit""";1;Volksinitiative;123201;68901;;;68325;16605;51720;55.9;24.3
04.06.1989;"Volksinitiative ""für ein naturnahes Bauern - gegen Tierfabriken (Kleinbauern-Initiative)""";1;Volksinitiative;123901;52762;;;51884;19923;31961;42.6;38.4
26.11.1989;"Volksinitiative ""für eine Schweiz ohne Armee und für eine umfassende Friedenspolitik""";1;Volksinitiative;125144;91195;;;90263;28126;62137;72.9;31.2
26.11.1989;"Volksinitiative ""pro Tempo 130/100""";1;Volksinitiative;125144;91229;;;90712;32004;58708;72.9;35.3
01.04.1990;Bundesbeschluss über den Rebbau;4;Fakultatives Referendum;125346;56618;;;53230;27757;25473;45.2;52.1
01.04.1990;Bundesgesetz über die Organisation der Bundesrechtspflege, Änderung;4;Fakultatives Referendum;125346;56457;;;51576;26451;25125;45;51.3
01.04.1990;"Volksinitiative ""für ein autobahnfreies Knonauer Amt""";1;Volksinitiative;125346;56839;;;55602;16561;39041;45.3;29.8
01.04.1990;"Volksinitiative ""für eine autobahnfreie Landwirtschaft zwischen Murten und Yverdon""";1;Volksinitiative;125346;56863;;;55601;18047;37554;45.4;32.5
01.04.1990;"Volksinitiative ""für eine autobahnfreie Aarelandschaft zwischen Biel und Solothurn/Zuchwil""";1;Volksinitiative;125346;56777;;;55394;18578;36816;45.3;33.5
01.04.1990;"Volksinitiative ""Stopp dem Beton - für eine Begrenzung des Strassenbaus!""";1;Volksinitiative;125346;56858;;;56017;15364;40653;45.4;27.4
23.09.1990;Bundesbeschluss über den Energieartikel in der Bundesverfassung;3;Obligatorisches Referendum;126771;55065;;;53791;35161;18630;43.4;65.4
23.09.1990;Bundesgesetz über den Strassenverkehr, Änderung;4;Fakultatives Referendum;126771;54973;;;53798;29965;23833;43.4;55.7
23.09.1990;"Volksinitiative ""für den Ausstieg aus der Atomenergie""";1;Volksinitiative;126771;55168;;;54340;20426;33914;43.5;37.6
23.09.1990;"Volksinitiative ""Stopp dem Atomkraftwerkbau (Moratorium)""";1;Volksinitiative;126771;55197;;;54450;25178;29272;43.5;46.2
03.03.1991;Bundesbeschluss über die Herabsetzung des Stimm- und Wahlrechtalters auf 18 Jahre;3;Obligatorisches Referendum;127175;54902;;;54411;37123;17288;43.2;68.2
03.03.1991;"Volksinitiative ""zur Förderung des öffentlichen Verkehrs""";1;Volksinitiative;127175;54781;;;53668;18570;35098;43.1;34.6
02.06.1991;Bundesbeschluss über die Neuordnung der Bundesfinanzen;3;Obligatorisches Referendum;131945;47506;;;46142;20474;25668;36;44.4
02.06.1991;Militärstrafgesetz (MStG), Änderung;4;Fakultatives Referendum;131945;47509;;;46551;29553;16998;36;63.5
16.02.1992;"Volksinitiative ""für eine finanziell tragbare Krankenversicherung (Krankenkasseninitiative)""";1;Volksinitiative;133003;57439;;;56518;19871;36647;43.2;35.2
16.02.1992;"Volksinitiative ""zur drastischen und schrittweisen Einschränkung der Tierversuche (Weg vom Tierversuch!)""";1;Volksinitiative;133003;57601;;;56963;25642;31321;43.3;45
17.05.1992;Bundesbeschluss über den Beitritt der Schweiz zu den Institutionen von Bretton Woods;4;Fakultatives Referendum;133116;51820;;;48746;24498;24248;38.9;50.3
17.05.1992;Bundesbeschluss über die Einführung eines Zivildienstes für Dienstverweigerer;3;Obligatorisches Referendum;133116;52415;;;51767;42607;9160;39.4;82.3
17.05.1992;"Bundesbeschluss über die Volksinitiative ""gegen Missbräuche der Fortpflanzungs- und Gentechnologie beim Menschen"" (Gegenentwurf)";3;Obligatorisches Referendum;133116;52392;;;51119;37943;13176;39.4;74.2
17.05.1992;Bundesgesetz über den Schutz der Gewässer (Gewässerschutzgesetz, GSchG);4;Fakultatives Referendum;133116;52338;;;51613;33845;17768;39.3;65.6
17.05.1992;Bundesgesetz über die Mitwirkung der Schweiz an den Institutionen von Bretton Woods;4;Fakultatives Referendum;133116;51826;;;48557;24736;23821;38.9;50.9
17.05.1992;Schweizerisches Strafgesetzbuch/Militärstrafgesetz (Strafbare Handlungen gegen die sexuelle Integrität);4;Fakultatives Referendum;133116;52308;;;50884;35014;15870;39.3;68.8
17.05.1992;"Volksinitiative ""zur Rettung unserer Gewässer""";1;Volksinitiative;133116;52393;;;51553;17951;33602;39.4;34.8
27.09.1992;Bundesbeschluss über den Bau der schweizerischen Eisenbahn-Alpentransversale (Alpentransit-Beschluss);4;Fakultatives Referendum;133770;63900;;;63157;35642;27515;47.8;56.4
27.09.1992;Bundesgesetz über das bäuerliche Bodenrecht (BGBB);4;Fakultatives Referendum;133770;63744;;;61593;34462;27131;47.7;56
27.09.1992;Bundesgesetz über den Geschäftsverkehr der Bundesversammlung sowie über die Form, die Bekanntmachung und das Inkrafttreten ihrer Erlasse (Geschäftsverkehrsgesetz);4;Fakultatives Referendum;133770;63458;;;58571;30328;28243;47.4;51.8
27.09.1992;Bundesgesetz über die Beiträge an die Infrastrukturkosten der Fraktionen und der Mitglieder der eidgenössischen Räte (Infrastrukturgesetz);4;Fakultatives Referendum;133770;63480;;;59564;15653;43911;47.5;26.3
27.09.1992;Bundesgesetz über die Bezüge der Mitglieder der eidgenössischen Räte und über die Beiträge an die Fraktionen (Entschädigungsgesetz);4;Fakultatives Referendum;133770;63585;;;60897;13892;47005;47.5;22.8
27.09.1992;Bundesgesetz über die Stempelabgabe;4;Fakultatives Referendum;133770;63643;;;61444;35927;25517;47.6;58.5
06.12.1992;Bundesbeschluss über den Europäischen Wirtschaftsraum (EWR);3;Obligatorisches Referendum;134311;107423;;;106594;38329;68265;80;36
07.03.1993;Bundesbeschluss über die Aufhebung des Spielbankenverbots;3;Obligatorisches Referendum;134444;72731;;;71800;52707;19093;54.1;73.4
07.03.1993;Bundesgesetz über die Erhöhung des Treibstoffzolles;4;Fakultatives Referendum;134444;72731;;;72101;42089;30012;54.1;58.4
07.03.1993;"Volksinitiative ""zur Abschaffung der Tierversuche""";1;Volksinitiative;134444;72676;;;71416;20396;51020;54.1;28.6
06.06.1993;"Volksinitiative ""40 Waffenplätze sind genug - Umweltschutz auch beim Militär""";1;Volksinitiative;134847;76116;;;75674;25947;49727;56.4;34.3
06.06.1993;"Volksinitiative ""für eine Schweiz ohne neue Kampfflugzeuge""";1;Volksinitiative;134847;76133;;;75458;27662;47796;56.5;36.7
26.09.1993;Bundesbeschluss gegen den Waffenmissbrauch;3;Obligatorisches Referendum;135242;50509;;;49793;42099;7694;37.3;84.5
26.09.1993;Bundesbeschluss über befristete Massnahmen gegen Kostensteigerung in der Krankenversicherung;4;Fakultatives Referendum;135242;50504;;;49076;39813;9263;37.3;81.1
26.09.1993;Bundesbeschluss über den Anschluss des bernischen Amtsbezirks an den Kanton Basel-Landschaft;3;Obligatorisches Referendum;135242;50203;;;42413;31638;10775;37.1;74.6
26.09.1993;Bundesbeschluss über die Massnahmen in der Arbeitslosenversicherung;4;Fakultatives Referendum;135242;50485;;;48725;34879;13846;37.3;71.6
26.09.1993;"Volksinitiative ""für einen arbeitsfreien Bundesfeiertag (1.August-Initiative)""";1;Volksinitiative;135242;50610;;;49781;42823;6958;37.4;86
28.11.1993;Bundesbeschluss über besondere Verbrauchssteuern;3;Obligatorisches Referendum;135527;63486;;;61822;36518;25304;46.8;59.1
28.11.1993;Bundesbeschluss über die Finanzordnung;3;Obligatorisches Referendum;135527;63536;;;62413;40427;21986;46.9;64.8
28.11.1993;Bundesbeschluss über einen Beitrag zur Gesundung der Bundesfinanzen;3;Obligatorisches Referendum;135527;63498;;;62242;35276;26966;46.9;56.7
28.11.1993;Bundesbeschluss über Massnahmen zur Erhaltung der Sozialversicherung;3;Obligatorisches Referendum;135527;63462;;;62031;36718;25313;46.8;59.2
28.11.1993;"Volksinitiative ""zur Verminderung der Alkoholprobleme""";1;Volksinitiative;135527;63559;;;62754;15378;47376;46.9;24.5
28.11.1993;"Volksinitiative ""zur Verminderung der Tabakprobleme""";1;Volksinitiative;135527;63582;;;62770;15717;47053;46.9;25
20.02.1994;Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe;3;Obligatorisches Referendum;135851;63648;;;62078;40663;21415;46.9;65.5
20.02.1994;Bundesbeschluss über die Weiterführung der Nationalstrassenabgabe;3;Obligatorisches Referendum;135851;63683;;;62885;43599;19286;46.9;69.3
20.02.1994;Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe;3;Obligatorisches Referendum;135851;63680;;;62633;44987;17646;46.9;71.8
20.02.1994;Luftfahrtgesetz (LFG);4;Fakultatives Referendum;135851;63531;;;61008;32938;28070;46.8;54
20.02.1994;"Volksinitiative ""zum Schutz des Alpengebietes vor dem Transitverkehr""";1;Volksinitiative;135851;63716;;;62749;33120;29629;46.9;52.8
12.06.1994;Bundesbeschluss über die Revision der Bürgerrechtsregelung in der Bundesverfassung (Erleichterte Einbürgerung für junge Ausländer);3;Obligatorisches Referendum;136134;66655;;;65918;26102;39816;49;39.6
12.06.1994;Bundesbeschluss über einen Kulturförderungsartikel in der Bundesverfassung;3;Obligatorisches Referendum;136134;66498;;;65228;24047;41181;48.8;36.9
